user_id,author_original,total_comments,query_comments,candidate_comments
user_0795,adrian_b,1000,500,500
user_0796,adrianN,1000,0,500
user_0797,Y_Y,1000,500,500
user_0798,XorNot,1000,0,500
user_0799,ams6110,1000,500,500
user_0800,Symbiote,1000,0,500
user_0801,Terr_,1000,0,500
user_0802,Tepix,1000,0,500
user_0803,TedDoesntTalk,1000,0,500
user_0804,TeMPOraL,1000,500,500
user_0805,TazeTSchnitzel,1000,0,500
user_0806,TaylorAlexander,1000,500,500
user_0807,Tade0,1000,0,500
user_0808,TacticalCoder,1000,0,500
user_0809,Symmetry,1000,500,500
user_0810,Swizec,1000,0,500
user_0811,Wowfunhappy,1000,0,500
user_0812,SwellJoe,1000,500,500
user_0813,SubiculumCode,1000,500,500
user_0814,Stratoscope,1000,0,500
user_0815,StavrosK,1000,500,500
user_0816,Spooky23,1000,500,500
user_0817,Spivak,1000,0,500
user_0818,SpicyLemonZest,1000,0,500
user_0819,Someone1234,1000,0,500
user_0820,Someone,1000,0,500
user_0821,Terretta,1000,500,500
user_0822,TheCoelacanth,1000,500,500
user_0823,TheOtherHobbes,1000,500,500
user_0824,TheSpiceIsLife,1000,0,500
user_0825,WorldMaker,1000,500,500
user_0826,Workaccount2,1000,500,500
user_0827,Waterluvian,1000,500,500
user_0828,WarOnPrivacy,1000,500,500
user_0829,WalterGR,1000,500,500
user_0830,WalterBright,1000,500,500
user_0831,Vinnl,1000,500,500
user_0832,VLM,1000,500,500
user_0833,User23,1000,500,500
user_0834,UncleMeat,1000,0,500
user_0835,TylerE,1000,500,500
user_0836,Turing_Machine,1000,0,500
user_0837,TulliusCicero,1000,0,500
user_0838,Tomte,1000,500,500
user_0839,TillE,1000,0,500
user_0840,Tichy,1000,0,500
user_0841,ThrowawayR2,1000,0,500
user_0842,Thorrez,1000,500,500
user_0843,ThomPete,1000,0,500
user_0844,amluto,1000,0,500
user_0845,analog31,1000,500,500
user_0846,briandear,1000,500,500
user_0847,bell-cot,1000,0,500
user_0848,bilbo0s,1000,500,500
user_0849,bigiain,1000,0,500
user_0850,bhouston,1000,500,500
user_0851,benologist,1000,0,500
user_0852,benj111,1000,0,500
user_0853,benatkin,1000,0,500
user_0854,ben_w,1000,500,500
user_0855,belter,1000,500,500
user_0856,belorn,1000,500,500
user_0857,bee_rider,1000,0,500
user_0858,bawolff,1000,500,500
user_0859,bediger4000,1000,0,500
user_0860,beat,1000,500,500
user_0861,beardyw,1000,0,500
user_0862,beagle3,1000,500,500
user_0863,bduerst,1000,0,500
user_0864,bdcravens,1000,500,500
user_0865,bdangubic,1000,0,500
user_0866,bayindirh,1000,500,500
user_0867,baybal2,1000,500,500
user_0868,bitL,1000,500,500
user_0869,bitwize,1000,0,500
user_0870,bjourne,1000,500,500
user_0871,blhack,1000,500,500
user_0872,brailsafe,1000,0,500
user_0873,bradleyjg,1000,500,500
user_0874,bradknowles,1000,0,500
user_0875,bpodgursky,1000,500,500
user_0876,boomboomsubban,1000,500,500
user_0877,bookofjoe,1000,500,500
user_0878,bombcar,1000,0,500
user_0879,bogomipz,1000,0,500
user_0880,bobthepanda,1000,0,500
user_0881,bob1029,1000,0,500
user_0882,bmitc,1000,500,500
user_0883,bmelton,1000,500,500
user_0884,bluefirebrand,1000,0,500
user_0885,bluedino,1000,500,500
user_0886,blub,1000,0,500
user_0887,bluGill,1000,500,500
user_0888,blowski,1000,500,500
user_0889,blitzar,1000,0,500
user_0890,blibble,1000,500,500
user_0891,baxtr,1000,500,500
user_0892,basch,1000,0,500
user_0893,anamax,1000,0,500
user_0894,anthk,1000,0,500
user_0895,asdff,1000,500,500
user_0896,ars,1000,0,500
user_0897,arp242,1000,0,500
user_0898,arethuza,1000,500,500
user_0899,arcticbull,1000,0,500
user_0900,archagon,1000,500,500
user_0901,api,1000,0,500
user_0902,antisthenes,1000,0,500
user_0903,antirez,1000,0,500
user_0904,anovikov,1000,0,500
user_0905,barry-cotter,1000,500,500
user_0906,anigbrowl,1000,500,500
user_0907,angersock,1000,500,500
user_0908,andybak,1000,500,500
user_0909,andy_ppp,1000,500,500
user_0910,andsoitis,1000,0,500
user_0911,andrewstuart,1000,0,500
user_0912,andrewflnr,1000,0,500
user_0913,andrepd,1000,500,500
user_0914,andai,1000,500,500
user_0915,aspenmayer,1000,0,500
user_0916,astrange,1000,0,500
user_0917,astrodust,1000,0,500
user_0918,astura,1000,0,500
user_0919,barrkel,1000,0,500
user_0920,barbazoo,1000,500,500
user_0921,baq,1000,0,500
user_0922,bane,1000,0,500
user_0923,bamboozled,1000,0,500
user_0924,bambax,1000,500,500
user_0925,baddox,1000,0,500
user_0926,bad_user,1000,500,500
user_0927,baby,1000,0,500
user_0928,b112,1000,500,500
user_0929,azinman2,1000,0,500
user_0930,azernik,1000,0,500
user_0931,axod,1000,500,500
user_0932,avmich,1000,500,500
user_0933,autoexec,1000,0,500
user_0934,austincheney,1000,500,500
user_0935,atoav,1000,0,500
user_0936,atmosx,1000,0,500
user_0937,asveikau,1000,500,500
user_0938,Sohcahtoa82,1000,0,500
user_0939,SoftTalker,1000,500,500
user_0940,SkyMarshal,1000,0,500
user_0941,CydeWeys,1000,0,500
user_0942,Der_Einzige,1000,500,500
user_0943,DennisP,1000,0,500
user_0944,DenisM,1000,0,500
user_0945,DeathArrow,1000,0,500
user_0946,DannyBee,1000,0,500
user_0947,DanielBMarkham,1000,500,500
user_0948,DanBC,1000,500,500
user_0949,DaiPlusPlus,1000,500,500
user_0950,Cyph0n,1000,0,500
user_0951,CyberDildonics,1000,0,500
user_0952,ChrisArchitect,1000,500,500
user_0953,CuriouslyC,1000,0,500
user_0954,Cthulhu_,1000,500,500
user_0955,Consultant32452,1000,500,500
user_0956,ComputerGuru,1000,500,500
user_0957,ColinWright,1000,500,500
user_0958,ClumsyPilot,1000,0,500
user_0959,Clubber,1000,500,500
user_0960,ChuckNorris89,1000,0,500
user_0961,ChuckMcM,1000,500,500
user_0962,DonHopkins,1000,0,500
user_0963,DoreenMichele,1000,500,500
user_0964,DrScump,1000,500,500
user_0965,Dylan16807,1000,500,500
user_0966,GoblinSlayer,1000,0,500
user_0967,Gigachad,1000,500,500
user_0968,Gibbon1,1000,500,500
user_0969,GekkePrutser,1000,500,500
user_0970,FredPret,1000,0,500
user_0971,Freak_NL,1000,500,500
user_0972,FpUser,1000,500,500
user_0973,ForHackernews,1000,500,500
user_0974,Fnoord,1000,500,500
user_0975,FireBeyond,1000,500,500
user_0976,Filligree,1000,0,500
user_0977,FabHK,1000,0,500
user_0978,EvanAnderson,1000,500,500
user_0979,ErrantX,1000,500,500
user_0980,Ericson2314,1000,0,500
user_0981,EliRivers,1000,500,500
user_0982,Ekaros,1000,0,500
user_0983,EdwardDiego,1000,500,500
user_0984,EGreg,1000,500,500
user_0985,ChrisMarshallNY,1000,0,500
user_0986,Chris2048,1000,0,500
user_0987,SketchySeaBeast,1000,500,500
user_0988,Aeolun,1000,0,500
user_0989,Angostura,1000,500,500
user_0990,AndrewKemendo,1000,500,500
user_0991,Analemma_,1000,500,500
user_0992,AnIdiotOnTheNet,1000,0,500
user_0993,Alupis,1000,500,500
user_0994,AlotOfReading,1000,0,500
user_0995,Aloha,1000,500,500
user_0996,AlexandrB,1000,0,500
user_0997,Alex3917,1000,0,500
user_0998,ASalazarMX,1000,500,500
user_0999,CharlesW,1000,500,500
user_1000,8note,1000,500,500
