T_level,user_id,input_path,output_path,status,error,input_words,output_words,model
T4,user_e51692a6,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e51692a6.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e51692a6.txt,error,Connection error.,608,0,gpt-4o-mini
T4,user_e59c000f,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e59c000f.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e59c000f.txt,error,Connection error.,1914,0,gpt-4o-mini
T4,user_e5f67397,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e5f67397.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e5f67397.txt,error,Connection error.,1853,0,gpt-4o-mini
T4,user_e64d80ba,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e64d80ba.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e64d80ba.txt,error,Connection error.,791,0,gpt-4o-mini
T4,user_e6dd44b0,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e6dd44b0.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e6dd44b0.txt,error,Connection error.,1615,0,gpt-4o-mini
T4,user_e7a55eac,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e7a55eac.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e7a55eac.txt,error,Connection error.,907,0,gpt-4o-mini
T4,user_e802076d,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e802076d.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e802076d.txt,error,Connection error.,3625,0,gpt-4o-mini
T4,user_e838707b,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e838707b.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e838707b.txt,error,Connection error.,909,0,gpt-4o-mini
T4,user_e8613813,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e8613813.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e8613813.txt,error,Connection error.,2749,0,gpt-4o-mini
T4,user_e88c308b,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e88c308b.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e88c308b.txt,error,Connection error.,1458,0,gpt-4o-mini
T4,user_e8a7be73,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e8a7be73.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e8a7be73.txt,error,Connection error.,738,0,gpt-4o-mini
T4,user_e8e9acac,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e8e9acac.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e8e9acac.txt,error,Connection error.,3752,0,gpt-4o-mini
T4,user_e9d1886c,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_e9d1886c.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_e9d1886c.txt,error,Connection error.,944,0,gpt-4o-mini
T4,user_ea67f9c6,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ea67f9c6.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ea67f9c6.txt,error,Connection error.,1498,0,gpt-4o-mini
T4,user_ebe17c78,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ebe17c78.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ebe17c78.txt,error,Connection error.,1052,0,gpt-4o-mini
T4,user_ec574395,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ec574395.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ec574395.txt,error,Connection error.,1166,0,gpt-4o-mini
T4,user_ecba8131,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ecba8131.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ecba8131.txt,error,Connection error.,1047,0,gpt-4o-mini
T4,user_ecc1ca0a,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ecc1ca0a.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ecc1ca0a.txt,error,Connection error.,1112,0,gpt-4o-mini
T4,user_ed1aaed8,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ed1aaed8.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ed1aaed8.txt,error,Connection error.,1955,0,gpt-4o-mini
T4,user_ee05ee55,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ee05ee55.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ee05ee55.txt,error,Connection error.,1579,0,gpt-4o-mini
T4,user_ee14f818,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ee14f818.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ee14f818.txt,error,Connection error.,1966,0,gpt-4o-mini
T4,user_ee8d5ec5,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ee8d5ec5.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ee8d5ec5.txt,error,Connection error.,1674,0,gpt-4o-mini
T4,user_ef954c6e,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ef954c6e.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ef954c6e.txt,error,Connection error.,1220,0,gpt-4o-mini
T4,user_efcacf59,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_efcacf59.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_efcacf59.txt,error,Connection error.,5087,0,gpt-4o-mini
T4,user_f030b951,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f030b951.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f030b951.txt,error,Connection error.,2038,0,gpt-4o-mini
T4,user_f070eee7,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f070eee7.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f070eee7.txt,error,Connection error.,539,0,gpt-4o-mini
T4,user_f0b144fc,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f0b144fc.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f0b144fc.txt,error,Connection error.,2551,0,gpt-4o-mini
T4,user_f0cf195f,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f0cf195f.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f0cf195f.txt,error,Connection error.,759,0,gpt-4o-mini
T4,user_f107081e,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f107081e.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f107081e.txt,error,Connection error.,2021,0,gpt-4o-mini
T4,user_f27da10a,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f27da10a.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f27da10a.txt,error,Connection error.,1383,0,gpt-4o-mini
T4,user_f3377028,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f3377028.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f3377028.txt,error,Connection error.,2299,0,gpt-4o-mini
T4,user_f368b9da,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f368b9da.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f368b9da.txt,error,Connection error.,2363,0,gpt-4o-mini
T4,user_f43d6008,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f43d6008.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f43d6008.txt,error,Connection error.,900,0,gpt-4o-mini
T4,user_f4f9490d,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f4f9490d.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f4f9490d.txt,error,Connection error.,864,0,gpt-4o-mini
T4,user_f5138e15,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f5138e15.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f5138e15.txt,error,Connection error.,3377,0,gpt-4o-mini
T4,user_f52ced02,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f52ced02.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f52ced02.txt,error,Connection error.,2073,0,gpt-4o-mini
T4,user_f54058d0,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f54058d0.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f54058d0.txt,error,Connection error.,2585,0,gpt-4o-mini
T4,user_f5e2976e,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f5e2976e.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f5e2976e.txt,error,Connection error.,2857,0,gpt-4o-mini
T4,user_f5fea76f,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f5fea76f.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f5fea76f.txt,error,Connection error.,514,0,gpt-4o-mini
T4,user_f60a09b3,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f60a09b3.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f60a09b3.txt,error,Connection error.,932,0,gpt-4o-mini
T4,user_f7538815,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f7538815.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f7538815.txt,error,Connection error.,2048,0,gpt-4o-mini
T4,user_f75c71f0,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f75c71f0.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f75c71f0.txt,error,Connection error.,777,0,gpt-4o-mini
T4,user_f7bb8af1,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f7bb8af1.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f7bb8af1.txt,error,Connection error.,502,0,gpt-4o-mini
T4,user_f7fd2885,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f7fd2885.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f7fd2885.txt,error,Connection error.,1865,0,gpt-4o-mini
T4,user_f827c7dd,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f827c7dd.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f827c7dd.txt,error,Connection error.,1347,0,gpt-4o-mini
T4,user_f8e2246f,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f8e2246f.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f8e2246f.txt,error,Connection error.,1449,0,gpt-4o-mini
T4,user_f930e37f,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f930e37f.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f930e37f.txt,error,Connection error.,1826,0,gpt-4o-mini
T4,user_f959eee4,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_f959eee4.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_f959eee4.txt,error,Connection error.,4466,0,gpt-4o-mini
T4,user_fa60616d,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fa60616d.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fa60616d.txt,error,Connection error.,1884,0,gpt-4o-mini
T4,user_fa69a385,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fa69a385.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fa69a385.txt,error,Connection error.,2847,0,gpt-4o-mini
T4,user_fb427339,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fb427339.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fb427339.txt,error,Connection error.,1304,0,gpt-4o-mini
T4,user_fb64cb55,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fb64cb55.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fb64cb55.txt,error,Connection error.,767,0,gpt-4o-mini
T4,user_fb8f46c8,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fb8f46c8.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fb8f46c8.txt,error,Connection error.,1540,0,gpt-4o-mini
T4,user_fbed237d,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fbed237d.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fbed237d.txt,error,Connection error.,643,0,gpt-4o-mini
T4,user_fc1cfe0b,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fc1cfe0b.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fc1cfe0b.txt,error,Connection error.,1739,0,gpt-4o-mini
T4,user_fca58a87,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fca58a87.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fca58a87.txt,error,Connection error.,878,0,gpt-4o-mini
T4,user_fcf93ee8,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fcf93ee8.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fcf93ee8.txt,error,Connection error.,2011,0,gpt-4o-mini
T4,user_fdc08e26,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fdc08e26.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fdc08e26.txt,error,Connection error.,4389,0,gpt-4o-mini
T4,user_fdcaaf41,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fdcaaf41.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fdcaaf41.txt,error,Connection error.,1450,0,gpt-4o-mini
T4,user_fde2d265,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fde2d265.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fde2d265.txt,error,Connection error.,1657,0,gpt-4o-mini
T4,user_fe922ad0,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_fe922ad0.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_fe922ad0.txt,error,Connection error.,1909,0,gpt-4o-mini
T4,user_ff39b6cf,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ff39b6cf.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ff39b6cf.txt,error,Connection error.,1127,0,gpt-4o-mini
T4,user_ff591131,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T4/user_ff591131.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T4/user_ff591131.txt,error,Connection error.,613,0,gpt-4o-mini
T5,user_0168255c,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0168255c.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0168255c.txt,skipped_existing,,2369,342,gpt-4o-mini
T5,user_02016939,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_02016939.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_02016939.txt,skipped_existing,,2991,372,gpt-4o-mini
T5,user_0285dee3,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0285dee3.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0285dee3.txt,skipped_existing,,1425,308,gpt-4o-mini
T5,user_02d03e8a,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_02d03e8a.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_02d03e8a.txt,skipped_existing,,2518,323,gpt-4o-mini
T5,user_02d8a1f8,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_02d8a1f8.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_02d8a1f8.txt,skipped_existing,,1839,303,gpt-4o-mini
T5,user_02fecea2,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_02fecea2.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_02fecea2.txt,skipped_existing,,1732,296,gpt-4o-mini
T5,user_03410579,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_03410579.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_03410579.txt,skipped_existing,,4279,382,gpt-4o-mini
T5,user_043ea160,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_043ea160.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_043ea160.txt,skipped_existing,,4754,366,gpt-4o-mini
T5,user_04d29f9c,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_04d29f9c.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_04d29f9c.txt,skipped_existing,,3707,346,gpt-4o-mini
T5,user_04d8419e,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_04d8419e.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_04d8419e.txt,skipped_existing,,5557,350,gpt-4o-mini
T5,user_0521a7ac,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0521a7ac.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0521a7ac.txt,ok,,1649,294,gpt-4o-mini
T5,user_058c1800,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_058c1800.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_058c1800.txt,ok,,2598,332,gpt-4o-mini
T5,user_0697c470,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0697c470.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0697c470.txt,ok,,2432,354,gpt-4o-mini
T5,user_07cb458d,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_07cb458d.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_07cb458d.txt,ok,,6401,334,gpt-4o-mini
T5,user_07db2c6a,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_07db2c6a.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_07db2c6a.txt,ok,,931,263,gpt-4o-mini
T5,user_07faa0fc,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_07faa0fc.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_07faa0fc.txt,ok,,1993,324,gpt-4o-mini
T5,user_08aa624b,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_08aa624b.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_08aa624b.txt,ok,,2251,310,gpt-4o-mini
T5,user_08c32973,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_08c32973.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_08c32973.txt,ok,,3801,333,gpt-4o-mini
T5,user_08e9ce6e,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_08e9ce6e.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_08e9ce6e.txt,ok,,2197,392,gpt-4o-mini
T5,user_092e219d,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_092e219d.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_092e219d.txt,ok,,1520,345,gpt-4o-mini
T5,user_0a0bcaa6,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0a0bcaa6.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0a0bcaa6.txt,ok,,4044,348,gpt-4o-mini
T5,user_0a245f61,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0a245f61.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0a245f61.txt,ok,,7640,344,gpt-4o-mini
T5,user_0b5c256a,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0b5c256a.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0b5c256a.txt,ok,,6513,375,gpt-4o-mini
T5,user_0b64b183,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0b64b183.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0b64b183.txt,ok,,1933,348,gpt-4o-mini
T5,user_0c578ab5,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0c578ab5.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0c578ab5.txt,ok,,777,309,gpt-4o-mini
T5,user_0c8c48ac,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0c8c48ac.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0c8c48ac.txt,ok,,915,312,gpt-4o-mini
T5,user_0cc626ee,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0cc626ee.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0cc626ee.txt,ok,,1930,308,gpt-4o-mini
T5,user_0cd29f02,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0cd29f02.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0cd29f02.txt,ok,,7002,336,gpt-4o-mini
T5,user_0f0ad720,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_0f0ad720.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_0f0ad720.txt,ok,,2173,299,gpt-4o-mini
T5,user_107259c3,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_107259c3.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_107259c3.txt,ok,,2458,330,gpt-4o-mini
T5,user_10e64e28,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_10e64e28.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_10e64e28.txt,ok,,2677,314,gpt-4o-mini
T5,user_111cfe7d,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_111cfe7d.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_111cfe7d.txt,ok,,8160,393,gpt-4o-mini
T5,user_11e8421f,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_11e8421f.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_11e8421f.txt,ok,,6694,268,gpt-4o-mini
T5,user_1230e05a,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_1230e05a.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_1230e05a.txt,ok,,8906,355,gpt-4o-mini
T5,user_126670d7,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_126670d7.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_126670d7.txt,ok,,2767,330,gpt-4o-mini
T5,user_1302cb61,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/truncated_queries/T5/user_1302cb61.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/summaries/T5/user_1302cb61.txt,ok,,2215,275,gpt-4o-mini
