user_id,input_path,output_path,status,error,original_input_words,sent_input_words,was_truncated,output_words,model
user_372c2b3e,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_372c2b3e.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_372c2b3e.txt,skipped_existing,,8191,8191,0,408,gpt-4o-mini
user_372cb75b,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_372cb75b.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_372cb75b.txt,skipped_existing,,16404,16404,0,334,gpt-4o-mini
user_378003e3,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_378003e3.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_378003e3.txt,skipped_existing,,36374,25000,1,387,gpt-4o-mini
user_37be663c,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_37be663c.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_37be663c.txt,skipped_existing,,16768,16768,0,301,gpt-4o-mini
user_37cd2dc9,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_37cd2dc9.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_37cd2dc9.txt,skipped_existing,,8143,8143,0,345,gpt-4o-mini
user_380ddd3f,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_380ddd3f.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_380ddd3f.txt,skipped_existing,,14613,14613,0,350,gpt-4o-mini
user_38390331,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_38390331.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_38390331.txt,skipped_existing,,20582,20582,0,349,gpt-4o-mini
user_38433566,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_38433566.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_38433566.txt,skipped_existing,,5678,5678,0,338,gpt-4o-mini
user_3850eb9e,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3850eb9e.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3850eb9e.txt,skipped_existing,,18135,18135,0,353,gpt-4o-mini
user_38ab51d4,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_38ab51d4.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_38ab51d4.txt,skipped_existing,,5466,5466,0,324,gpt-4o-mini
user_38dc2894,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_38dc2894.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_38dc2894.txt,skipped_existing,,11645,11645,0,377,gpt-4o-mini
user_38f4dfac,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_38f4dfac.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_38f4dfac.txt,skipped_existing,,27658,25000,1,335,gpt-4o-mini
user_38fbcf73,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_38fbcf73.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_38fbcf73.txt,skipped_existing,,10956,10956,0,339,gpt-4o-mini
user_394c25cc,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_394c25cc.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_394c25cc.txt,skipped_existing,,9843,9843,0,352,gpt-4o-mini
user_3971c3e6,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3971c3e6.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3971c3e6.txt,skipped_existing,,11597,11597,0,373,gpt-4o-mini
user_397cfe20,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_397cfe20.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_397cfe20.txt,skipped_existing,,12443,12443,0,413,gpt-4o-mini
user_39939c54,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_39939c54.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_39939c54.txt,skipped_existing,,27548,25000,1,355,gpt-4o-mini
user_39aad1a2,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_39aad1a2.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_39aad1a2.txt,skipped_existing,,10346,10346,0,331,gpt-4o-mini
user_39b3eda0,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_39b3eda0.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_39b3eda0.txt,skipped_existing,,10675,10675,0,343,gpt-4o-mini
user_39f8897b,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_39f8897b.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_39f8897b.txt,skipped_existing,,31387,25000,1,334,gpt-4o-mini
user_3a39cc49,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3a39cc49.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3a39cc49.txt,skipped_existing,,9608,9608,0,355,gpt-4o-mini
user_3a55606c,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3a55606c.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3a55606c.txt,skipped_existing,,12060,12060,0,343,gpt-4o-mini
user_3ac315cb,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3ac315cb.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3ac315cb.txt,skipped_existing,,24733,24733,0,361,gpt-4o-mini
user_3ae49e46,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3ae49e46.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3ae49e46.txt,skipped_existing,,14485,14485,0,389,gpt-4o-mini
user_3b1da5d9,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3b1da5d9.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3b1da5d9.txt,skipped_existing,,18978,18978,0,347,gpt-4o-mini
user_3b79395c,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3b79395c.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3b79395c.txt,skipped_existing,,18300,18300,0,386,gpt-4o-mini
user_3b90fb53,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3b90fb53.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3b90fb53.txt,skipped_existing,,5909,5909,0,340,gpt-4o-mini
user_3bb7992e,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3bb7992e.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3bb7992e.txt,skipped_existing,,3846,3846,0,351,gpt-4o-mini
user_3bc84c13,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3bc84c13.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3bc84c13.txt,skipped_existing,,11945,11945,0,337,gpt-4o-mini
user_3c81ee09,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3c81ee09.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3c81ee09.txt,skipped_existing,,46966,25000,1,356,gpt-4o-mini
user_3ce4c1f8,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3ce4c1f8.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3ce4c1f8.txt,skipped_existing,,14723,14723,0,328,gpt-4o-mini
user_3e1f9dc1,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3e1f9dc1.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3e1f9dc1.txt,skipped_existing,,43553,25000,1,347,gpt-4o-mini
user_3e284ba5,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3e284ba5.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3e284ba5.txt,skipped_existing,,33277,25000,1,399,gpt-4o-mini
user_3eb49f37,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3eb49f37.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3eb49f37.txt,skipped_existing,,9676,9676,0,335,gpt-4o-mini
user_3f1d04a6,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3f1d04a6.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3f1d04a6.txt,skipped_existing,,4624,4624,0,303,gpt-4o-mini
user_3f2894b5,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3f2894b5.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3f2894b5.txt,skipped_existing,,13365,13365,0,329,gpt-4o-mini
user_3f2fbc90,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3f2fbc90.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3f2fbc90.txt,skipped_existing,,15259,15259,0,359,gpt-4o-mini
user_3f798a8b,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3f798a8b.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3f798a8b.txt,skipped_existing,,14332,14332,0,346,gpt-4o-mini
user_3ff3188b,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3ff3188b.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3ff3188b.txt,skipped_existing,,13665,13665,0,374,gpt-4o-mini
user_3ff88cf0,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_3ff88cf0.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_3ff88cf0.txt,skipped_existing,,11768,11768,0,354,gpt-4o-mini
user_405db206,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_405db206.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_405db206.txt,skipped_existing,,16305,16305,0,349,gpt-4o-mini
user_406c399e,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_406c399e.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_406c399e.txt,skipped_existing,,17352,17352,0,316,gpt-4o-mini
user_40a0bad3,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_40a0bad3.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_40a0bad3.txt,skipped_existing,,24555,24555,0,357,gpt-4o-mini
user_40efa894,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_40efa894.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_40efa894.txt,skipped_existing,,16007,16007,0,364,gpt-4o-mini
user_4144252d,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4144252d.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4144252d.txt,skipped_existing,,16108,16108,0,395,gpt-4o-mini
user_414a6eaf,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_414a6eaf.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_414a6eaf.txt,skipped_existing,,6873,6873,0,293,gpt-4o-mini
user_417702c5,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_417702c5.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_417702c5.txt,skipped_existing,,21772,21772,0,355,gpt-4o-mini
user_41b20ee4,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_41b20ee4.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_41b20ee4.txt,skipped_existing,,34624,25000,1,309,gpt-4o-mini
user_41d0c897,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_41d0c897.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_41d0c897.txt,skipped_existing,,10308,10308,0,344,gpt-4o-mini
user_421ae417,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_421ae417.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_421ae417.txt,skipped_existing,,28358,25000,1,378,gpt-4o-mini
user_423c81dc,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_423c81dc.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_423c81dc.txt,skipped_existing,,13809,13809,0,388,gpt-4o-mini
user_43049634,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_43049634.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_43049634.txt,skipped_existing,,14161,14161,0,401,gpt-4o-mini
user_433bdef0,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_433bdef0.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_433bdef0.txt,skipped_existing,,14026,14026,0,364,gpt-4o-mini
user_434f3511,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_434f3511.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_434f3511.txt,skipped_existing,,10885,10885,0,344,gpt-4o-mini
user_4384dffe,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4384dffe.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4384dffe.txt,skipped_existing,,14136,14136,0,369,gpt-4o-mini
user_438fb63c,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_438fb63c.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_438fb63c.txt,skipped_existing,,10276,10276,0,350,gpt-4o-mini
user_43a979d2,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_43a979d2.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_43a979d2.txt,skipped_existing,,32535,25000,1,366,gpt-4o-mini
user_44567221,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_44567221.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_44567221.txt,skipped_existing,,19589,19589,0,320,gpt-4o-mini
user_454733da,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_454733da.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_454733da.txt,skipped_existing,,12174,12174,0,352,gpt-4o-mini
user_45926b89,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_45926b89.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_45926b89.txt,skipped_existing,,13741,13741,0,334,gpt-4o-mini
user_45be01a5,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_45be01a5.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_45be01a5.txt,skipped_existing,,9331,9331,0,410,gpt-4o-mini
user_45d008d3,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_45d008d3.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_45d008d3.txt,skipped_existing,,16757,16757,0,372,gpt-4o-mini
user_4607d25d,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4607d25d.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4607d25d.txt,skipped_existing,,18529,18529,0,394,gpt-4o-mini
user_46bb5302,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_46bb5302.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_46bb5302.txt,skipped_existing,,12875,12875,0,401,gpt-4o-mini
user_46e2e7ec,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_46e2e7ec.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_46e2e7ec.txt,skipped_existing,,15023,15023,0,358,gpt-4o-mini
user_470c0785,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_470c0785.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_470c0785.txt,skipped_existing,,15054,15054,0,362,gpt-4o-mini
user_476670f9,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_476670f9.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_476670f9.txt,skipped_existing,,27822,25000,1,424,gpt-4o-mini
user_48669fd6,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_48669fd6.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_48669fd6.txt,skipped_existing,,36142,25000,1,336,gpt-4o-mini
user_4893b4d0,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4893b4d0.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4893b4d0.txt,skipped_existing,,12310,12310,0,348,gpt-4o-mini
user_49b1ac46,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_49b1ac46.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_49b1ac46.txt,skipped_existing,,23837,23837,0,387,gpt-4o-mini
user_4a40c36a,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4a40c36a.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4a40c36a.txt,skipped_existing,,12928,12928,0,353,gpt-4o-mini
user_4a57e449,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4a57e449.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4a57e449.txt,skipped_existing,,18669,18669,0,344,gpt-4o-mini
user_4aaa8404,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4aaa8404.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4aaa8404.txt,skipped_existing,,10137,10137,0,349,gpt-4o-mini
user_4ab9d510,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4ab9d510.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4ab9d510.txt,skipped_existing,,19165,19165,0,364,gpt-4o-mini
user_4b139395,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4b139395.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4b139395.txt,skipped_existing,,19536,19536,0,355,gpt-4o-mini
user_4b8335bd,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4b8335bd.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4b8335bd.txt,skipped_existing,,17351,17351,0,347,gpt-4o-mini
user_4bd9303b,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4bd9303b.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4bd9303b.txt,skipped_existing,,27960,25000,1,302,gpt-4o-mini
user_4bf6a4a0,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4bf6a4a0.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4bf6a4a0.txt,skipped_existing,,16844,16844,0,390,gpt-4o-mini
user_4c8199a7,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4c8199a7.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4c8199a7.txt,skipped_existing,,12841,12841,0,367,gpt-4o-mini
user_4cad4295,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4cad4295.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4cad4295.txt,skipped_existing,,12736,12736,0,387,gpt-4o-mini
user_4d4f73a6,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4d4f73a6.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4d4f73a6.txt,skipped_existing,,13206,13206,0,420,gpt-4o-mini
user_4db0d490,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4db0d490.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4db0d490.txt,skipped_existing,,13069,13069,0,381,gpt-4o-mini
user_4e42bf97,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4e42bf97.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4e42bf97.txt,skipped_existing,,28746,25000,1,363,gpt-4o-mini
user_4e54f3d7,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4e54f3d7.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4e54f3d7.txt,skipped_existing,,10314,10314,0,406,gpt-4o-mini
user_4e800fa1,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4e800fa1.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4e800fa1.txt,skipped_existing,,18289,18289,0,356,gpt-4o-mini
user_4ea1ef09,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4ea1ef09.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4ea1ef09.txt,skipped_existing,,20472,20472,0,363,gpt-4o-mini
user_4f3b6241,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4f3b6241.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4f3b6241.txt,skipped_existing,,42880,25000,1,349,gpt-4o-mini
user_4f755977,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4f755977.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4f755977.txt,skipped_existing,,37918,25000,1,348,gpt-4o-mini
user_4f864d55,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4f864d55.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4f864d55.txt,skipped_existing,,18416,18416,0,346,gpt-4o-mini
user_4f8b6987,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_4f8b6987.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_4f8b6987.txt,skipped_existing,,15143,15143,0,407,gpt-4o-mini
user_500badda,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_500badda.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_500badda.txt,skipped_existing,,6437,6437,0,334,gpt-4o-mini
user_502a8cea,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_502a8cea.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_502a8cea.txt,skipped_existing,,20932,20932,0,367,gpt-4o-mini
user_5062c872,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_5062c872.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_5062c872.txt,skipped_existing,,23961,23961,0,333,gpt-4o-mini
user_50e2a836,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_50e2a836.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_50e2a836.txt,skipped_existing,,9651,9651,0,353,gpt-4o-mini
user_510aaba3,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_510aaba3.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_510aaba3.txt,skipped_existing,,14928,14928,0,308,gpt-4o-mini
user_5159d3a1,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_5159d3a1.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_5159d3a1.txt,skipped_existing,,13269,13269,0,312,gpt-4o-mini
user_515ae840,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_profiles/user_515ae840.txt,/Users/reflowgang/Downloads/deanonymization_project/data/esrc/pool_en/candidate_summaries/user_515ae840.txt,skipped_existing,,20917,20917,0,393,gpt-4o-mini
